X,Y,Z,time,Id
1422,418,0,09:45:59.207,ZX1B23QBS53771758c578bbd85
2168,442,0,09:46:01.143,ZX1B23QBS53771758c578bbd85
2220,442,0,09:46:03.053,ZX1B23QBS53771758c578bbd85
2220,442,0,09:46:04.837,ZX1B23QBS53771758c578bbd85
2168,418,0,09:46:06.507,ZX1B23QBS53771758c578bbd85
1422,418,0,09:46:08.290,ZX1B23QBS53771758c578bbd85
2168,442,0,09:46:09.947,ZX1B23QBS53771758c578bbd85
2127,418,0,09:46:11.990,ZX1B23QBS53771758c578bbd85
2127,418,0,09:46:13.767,ZX1B23QBS53771758c578bbd85
2127,418,0,09:46:15.487,ZX1B23QBS53771758c578bbd85
2127,418,0,09:46:17.283,ZX1B23QBS53771758c578bbd85
2220,418,0,09:46:19.257,ZX1B23QBS53771758c578bbd85
2220,418,0,09:46:21.163,ZX1B23QBS53771758c578bbd85
2168,442,0,09:46:23.007,ZX1B23QBS53771758c578bbd85
1422,418,0,09:46:24.730,ZX1B23QBS53771758c578bbd85
2220,442,0,09:46:26.627,ZX1B23QBS53771758c578bbd85
2220,442,0,09:46:28.557,ZX1B23QBS53771758c578bbd85
2220,418,0,09:46:30.640,ZX1B23QBS53771758c578bbd85
2220,418,0,09:46:32.497,ZX1B23QBS53771758c578bbd85
2220,418,0,09:46:34.303,ZX1B23QBS53771758c578bbd85
2220,418,0,09:46:35.983,ZX1B23QBS53771758c578bbd85
2220,418,0,09:46:37.833,ZX1B23QBS53771758c578bbd85
2220,418,0,09:46:39.550,ZX1B23QBS53771758c578bbd85
2220,418,0,09:46:41.430,ZX1B23QBS53771758c578bbd85
2127,418,0,09:46:43.217,ZX1B23QBS53771758c578bbd85
2220,418,0,09:46:44.943,ZX1B23QBS53771758c578bbd85
2220,442,0,09:46:46.850,ZX1B23QBS53771758c578bbd85
2127,418,0,09:46:48.673,ZX1B23QBS53771758c578bbd85
2220,418,0,09:46:50.483,ZX1B23QBS53771758c578bbd85
2220,418,0,09:46:52.320,ZX1B23QBS53771758c578bbd85
2220,418,0,09:46:54.150,ZX1B23QBS53771758c578bbd85
2127,418,0,09:46:56.037,ZX1B23QBS53771758c578bbd85
2220,442,0,09:46:57.797,ZX1B23QBS53771758c578bbd85
2220,418,0,09:46:59.870,ZX1B23QBS53771758c578bbd85
1422,418,0,09:47:01.760,ZX1B23QBS53771758c578bbd85
2220,442,0,09:47:03.577,ZX1B23QBS53771758c578bbd85
2168,442,0,09:47:05.563,ZX1B23QBS53771758c578bbd85
1422,418,0,09:47:07.400,ZX1B23QBS53771758c578bbd85
2220,418,0,09:47:09.207,ZX1B23QBS53771758c578bbd85
1422,418,0,09:47:11.003,ZX1B23QBS53771758c578bbd85
2220,418,0,09:47:13.050,ZX1B23QBS53771758c578bbd85
2220,418,0,09:47:14.853,ZX1B23QBS53771758c578bbd85
2220,418,0,09:47:16.700,ZX1B23QBS53771758c578bbd85
2220,442,0,09:47:18.420,ZX1B23QBS53771758c578bbd85
2220,418,0,09:47:20.130,ZX1B23QBS53771758c578bbd85
2220,442,0,09:47:21.887,ZX1B23QBS53771758c578bbd85
2220,442,0,09:47:23.827,ZX1B23QBS53771758c578bbd85
1422,442,0,09:47:25.610,ZX1B23QBS53771758c578bbd85
2220,442,0,09:47:27.463,ZX1B23QBS53771758c578bbd85
2220,442,0,09:47:29.320,ZX1B23QBS53771758c578bbd85
2220,442,0,09:47:31.413,ZX1B23QBS53771758c578bbd85
2220,442,0,09:47:33.333,ZX1B23QBS53771758c578bbd85
2070,418,0,09:47:35.107,ZX1B23QBS53771758c578bbd85
1422,418,0,09:47:36.880,ZX1B23QBS53771758c578bbd85
1422,418,0,09:47:38.703,ZX1B23QBS53771758c578bbd85
2220,442,0,09:47:40.457,ZX1B23QBS53771758c578bbd85
2220,442,0,09:47:42.347,ZX1B23QBS53771758c578bbd85
2127,418,0,09:47:44.120,ZX1B23QBS53771758c578bbd85
1422,418,0,09:47:45.840,ZX1B23QBS53771758c578bbd85
1422,418,0,09:47:47.607,ZX1B23QBS53771758c578bbd85
2168,442,0,09:47:49.380,ZX1B23QBS53771758c578bbd85
1422,418,0,09:47:51.057,ZX1B23QBS53771758c578bbd85
1422,418,0,09:47:52.880,ZX1B23QBS53771758c578bbd85
2220,418,0,09:47:55.027,ZX1B23QBS53771758c578bbd85
1422,418,0,09:47:56.813,ZX1B23QBS53771758c578bbd85
1422,418,0,09:47:58.557,ZX1B23QBS53771758c578bbd85
1422,418,0,09:48:00.550,ZX1B23QBS53771758c578bbd85
2168,442,0,09:48:02.303,ZX1B23QBS53771758c578bbd85
2168,442,0,09:48:03.977,ZX1B23QBS53771758c578bbd85
2168,442,0,09:48:05.797,ZX1B23QBS53771758c578bbd85
2168,442,0,09:48:07.693,ZX1B23QBS53771758c578bbd85
1422,418,0,09:48:09.613,ZX1B23QBS53771758c578bbd85
1422,418,0,09:48:11.423,ZX1B23QBS53771758c578bbd85
2220,418,0,09:48:13.627,ZX1B23QBS53771758c578bbd85
2220,418,0,09:48:15.453,ZX1B23QBS53771758c578bbd85
2220,418,0,09:48:17.400,ZX1B23QBS53771758c578bbd85
2220,418,0,09:48:19.323,ZX1B23QBS53771758c578bbd85
2220,442,0,09:48:21.327,ZX1B23QBS53771758c578bbd85
2220,442,0,09:48:23.200,ZX1B23QBS53771758c578bbd85
2168,418,0,09:48:24.987,ZX1B23QBS53771758c578bbd85
2168,418,0,09:48:26.773,ZX1B23QBS53771758c578bbd85
2168,418,0,09:48:28.717,ZX1B23QBS53771758c578bbd85
2168,418,0,09:48:30.587,ZX1B23QBS53771758c578bbd85
2168,442,0,09:48:32.350,ZX1B23QBS53771758c578bbd85
2220,418,0,09:48:34.137,ZX1B23QBS53771758c578bbd85
2168,442,0,09:48:35.967,ZX1B23QBS53771758c578bbd85
2168,442,0,09:48:37.853,ZX1B23QBS53771758c578bbd85
2070,418,0,09:48:40.207,ZX1B23QBS53771758c578bbd85
2168,442,0,09:48:41.967,ZX1B23QBS53771758c578bbd85
2220,442,0,09:48:44.183,ZX1B23QBS53771758c578bbd85
2220,442,0,09:48:45.933,ZX1B23QBS53771758c578bbd85
2127,418,0,09:48:47.707,ZX1B23QBS53771758c578bbd85
2220,418,0,09:48:49.453,ZX1B23QBS53771758c578bbd85
2220,418,0,09:48:51.257,ZX1B23QBS53771758c578bbd85
2220,418,0,09:48:52.963,ZX1B23QBS53771758c578bbd85
1422,442,0,09:48:54.797,ZX1B23QBS53771758c578bbd85
1422,418,0,09:48:56.817,ZX1B23QBS53771758c578bbd85
2220,418,0,09:48:58.713,ZX1B23QBS53771758c578bbd85
2127,418,0,09:49:00.653,ZX1B23QBS53771758c578bbd85
2127,418,0,09:49:02.440,ZX1B23QBS53771758c578bbd85
2127,418,0,09:49:04.237,ZX1B23QBS53771758c578bbd85
1422,418,0,09:49:05.983,ZX1B23QBS53771758c578bbd85
1422,418,0,09:49:07.747,ZX1B23QBS53771758c578bbd85
1422,418,0,09:49:09.580,ZX1B23QBS53771758c578bbd85
2168,442,0,09:49:11.270,ZX1B23QBS53771758c578bbd85
2220,418,0,09:49:13.020,ZX1B23QBS53771758c578bbd85
2220,418,0,09:49:14.800,ZX1B23QBS53771758c578bbd85
2168,418,0,09:49:16.657,ZX1B23QBS53771758c578bbd85
2168,418,0,09:49:18.430,ZX1B23QBS53771758c578bbd85
2168,418,0,09:49:20.223,ZX1B23QBS53771758c578bbd85
1422,418,0,09:49:22.020,ZX1B23QBS53771758c578bbd85
2168,418,0,09:49:23.860,ZX1B23QBS53771758c578bbd85
1422,418,0,09:49:25.583,ZX1B23QBS53771758c578bbd85
1422,418,0,09:49:27.363,ZX1B23QBS53771758c578bbd85
1422,418,0,09:49:29.310,ZX1B23QBS53771758c578bbd85
2220,442,0,09:49:31.107,ZX1B23QBS53771758c578bbd85
2220,442,0,09:49:33.077,ZX1B23QBS53771758c578bbd85
2220,442,0,09:49:34.913,ZX1B23QBS53771758c578bbd85
1422,418,0,09:49:36.667,ZX1B23QBS53771758c578bbd85
2127,418,0,09:49:38.517,ZX1B23QBS53771758c578bbd85
2127,418,0,09:49:40.400,ZX1B23QBS53771758c578bbd85
1422,442,0,09:49:42.113,ZX1B23QBS53771758c578bbd85
2220,442,0,09:49:43.917,ZX1B23QBS53771758c578bbd85
2168,418,0,09:49:45.727,ZX1B23QBS53771758c578bbd85
2168,418,0,09:49:47.520,ZX1B23QBS53771758c578bbd85
2127,418,0,09:49:49.287,ZX1B23QBS53771758c578bbd85
2220,442,0,09:49:51.050,ZX1B23QBS53771758c578bbd85
2127,418,0,09:49:52.713,ZX1B23QBS53771758c578bbd85
2127,418,0,09:49:54.410,ZX1B23QBS53771758c578bbd85
2127,418,0,09:49:56.307,ZX1B23QBS53771758c578bbd85
2127,418,0,09:49:58.160,ZX1B23QBS53771758c578bbd85
2127,418,0,09:50:00.020,ZX1B23QBS53771758c578bbd85
2127,418,0,09:50:01.977,ZX1B23QBS53771758c578bbd85
2168,418,0,09:50:03.720,ZX1B23QBS53771758c578bbd85
1422,418,0,09:50:05.710,ZX1B23QBS53771758c578bbd85
2127,418,0,09:50:07.627,ZX1B23QBS53771758c578bbd85
2220,442,0,09:50:09.367,ZX1B23QBS53771758c578bbd85
2168,418,0,09:50:11.053,ZX1B23QBS53771758c578bbd85
2168,418,0,09:50:13.007,ZX1B23QBS53771758c578bbd85
2168,442,0,09:50:15.007,ZX1B23QBS53771758c578bbd85
2220,442,0,09:50:16.797,ZX1B23QBS53771758c578bbd85
2168,418,0,09:50:18.573,ZX1B23QBS53771758c578bbd85
2168,418,0,09:50:20.467,ZX1B23QBS53771758c578bbd85
2168,418,0,09:50:22.250,ZX1B23QBS53771758c578bbd85
1422,418,0,09:50:24.053,ZX1B23QBS53771758c578bbd85
2168,418,0,09:50:25.900,ZX1B23QBS53771758c578bbd85
2127,418,0,09:50:27.753,ZX1B23QBS53771758c578bbd85
2168,442,0,09:50:29.503,ZX1B23QBS53771758c578bbd85
2168,442,0,09:50:31.223,ZX1B23QBS53771758c578bbd85
2168,442,0,09:50:33.207,ZX1B23QBS53771758c578bbd85
2168,442,0,09:50:35.007,ZX1B23QBS53771758c578bbd85
2127,418,0,09:50:36.777,ZX1B23QBS53771758c578bbd85
2168,442,0,09:50:38.783,ZX1B23QBS53771758c578bbd85
2220,442,0,09:50:40.917,ZX1B23QBS53771758c578bbd85
1422,418,0,09:50:42.720,ZX1B23QBS53771758c578bbd85
2220,442,0,09:50:44.607,ZX1B23QBS53771758c578bbd85
1422,418,0,09:50:46.253,ZX1B23QBS53771758c578bbd85
2220,418,0,09:50:48.067,ZX1B23QBS53771758c578bbd85
2220,418,0,09:50:49.863,ZX1B23QBS53771758c578bbd85
2220,418,0,09:50:51.597,ZX1B23QBS53771758c578bbd85
2220,418,0,09:50:53.257,ZX1B23QBS53771758c578bbd85
2220,418,0,09:50:55.097,ZX1B23QBS53771758c578bbd85
2220,418,0,09:50:56.967,ZX1B23QBS53771758c578bbd85
2168,418,0,09:50:58.773,ZX1B23QBS53771758c578bbd85
1422,418,0,09:51:00.510,ZX1B23QBS53771758c578bbd85
2220,442,0,09:51:02.310,ZX1B23QBS53771758c578bbd85
2220,442,0,09:51:04.043,ZX1B23QBS53771758c578bbd85
2220,418,0,09:51:05.773,ZX1B23QBS53771758c578bbd85
2220,442,0,09:51:07.660,ZX1B23QBS53771758c578bbd85
2220,442,0,09:51:09.370,ZX1B23QBS53771758c578bbd85
2168,442,0,09:51:11.363,ZX1B23QBS53771758c578bbd85
2220,418,0,09:51:13.243,ZX1B23QBS53771758c578bbd85
2220,418,0,09:51:14.940,ZX1B23QBS53771758c578bbd85
2220,442,0,09:51:16.647,ZX1B23QBS53771758c578bbd85
2220,418,0,09:51:18.700,ZX1B23QBS53771758c578bbd85
2220,418,0,09:51:20.420,ZX1B23QBS53771758c578bbd85
2220,418,0,09:51:22.163,ZX1B23QBS53771758c578bbd85
2220,442,0,09:51:23.957,ZX1B23QBS53771758c578bbd85
2220,442,0,09:51:25.623,ZX1B23QBS53771758c578bbd85
2220,442,0,09:51:27.570,ZX1B23QBS53771758c578bbd85
2220,442,0,09:51:29.407,ZX1B23QBS53771758c578bbd85
2220,442,0,09:51:31.120,ZX1B23QBS53771758c578bbd85
2220,442,0,09:51:33.090,ZX1B23QBS53771758c578bbd85
2220,442,0,09:51:34.887,ZX1B23QBS53771758c578bbd85
2220,442,0,09:51:36.653,ZX1B23QBS53771758c578bbd85
2127,418,0,09:51:38.400,ZX1B23QBS53771758c578bbd85
1422,418,0,09:51:40.167,ZX1B23QBS53771758c578bbd85
2220,418,0,09:51:42.487,ZX1B23QBS53771758c578bbd85
1422,418,0,09:51:44.320,ZX1B23QBS53771758c578bbd85
2220,442,0,09:51:46.153,ZX1B23QBS53771758c578bbd85
2220,442,0,09:51:47.983,ZX1B23QBS53771758c578bbd85
1422,418,0,09:51:49.730,ZX1B23QBS53771758c578bbd85
1422,418,0,09:51:51.533,ZX1B23QBS53771758c578bbd85
1422,442,0,09:51:53.327,ZX1B23QBS53771758c578bbd85
2220,418,0,09:51:55.150,ZX1B23QBS53771758c578bbd85
2220,442,0,09:51:57.060,ZX1B23QBS53771758c578bbd85
2220,442,0,09:51:58.977,ZX1B23QBS53771758c578bbd85
2220,442,0,09:52:00.873,ZX1B23QBS53771758c578bbd85
1422,442,0,09:52:02.793,ZX1B23QBS53771758c578bbd85
1422,442,0,09:52:04.600,ZX1B23QBS53771758c578bbd85
1422,442,0,09:52:06.337,ZX1B23QBS53771758c578bbd85
1422,442,0,09:52:08.210,ZX1B23QBS53771758c578bbd85
1422,442,0,09:52:10.033,ZX1B23QBS53771758c578bbd85
1422,442,0,09:52:11.917,ZX1B23QBS53771758c578bbd85
1422,442,0,09:52:13.780,ZX1B23QBS53771758c578bbd85
1422,442,0,09:52:15.690,ZX1B23QBS53771758c578bbd85
1422,442,0,09:52:17.437,ZX1B23QBS53771758c578bbd85
1422,442,0,09:52:19.140,ZX1B23QBS53771758c578bbd85
1422,442,0,09:52:20.940,ZX1B23QBS53771758c578bbd85
1422,442,0,09:52:22.663,ZX1B23QBS53771758c578bbd85
1422,442,0,09:52:24.527,ZX1B23QBS53771758c578bbd85
1422,442,0,09:52:26.290,ZX1B23QBS53771758c578bbd85
1422,442,0,09:52:28.153,ZX1B23QBS53771758c578bbd85
2127,418,0,09:52:30.020,ZX1B23QBS53771758c578bbd85
1422,442,0,09:52:31.817,ZX1B23QBS53771758c578bbd85
1422,442,0,09:52:34.193,ZX1B23QBS53771758c578bbd85
1422,442,0,09:52:36.113,ZX1B23QBS53771758c578bbd85
1422,442,0,09:52:37.937,ZX1B23QBS53771758c578bbd85
1422,442,0,09:52:39.773,ZX1B23QBS53771758c578bbd85
1422,442,0,09:52:41.737,ZX1B23QBS53771758c578bbd85
1422,442,0,09:52:43.683,ZX1B23QBS53771758c578bbd85
1422,442,0,09:52:45.440,ZX1B23QBS53771758c578bbd85
1422,442,0,09:52:47.257,ZX1B23QBS53771758c578bbd85
1422,442,0,09:52:49.097,ZX1B23QBS53771758c578bbd85
1422,442,0,09:52:50.953,ZX1B23QBS53771758c578bbd85
1422,418,0,09:52:52.740,ZX1B23QBS53771758c578bbd85
1422,418,0,09:52:54.570,ZX1B23QBS53771758c578bbd85
1422,418,0,09:52:56.383,ZX1B23QBS53771758c578bbd85
1422,418,0,09:52:58.217,ZX1B23QBS53771758c578bbd85
1422,418,0,09:53:00.187,ZX1B23QBS53771758c578bbd85
1422,442,0,09:53:02.400,ZX1B23QBS53771758c578bbd85
1422,418,0,09:53:04.787,ZX1B23QBS53771758c578bbd85
1422,418,0,09:53:06.517,ZX1B23QBS53771758c578bbd85
1422,418,0,09:53:08.250,ZX1B23QBS53771758c578bbd85
1422,418,0,09:53:10.183,ZX1B23QBS53771758c578bbd85
1422,418,0,09:53:12.033,ZX1B23QBS53771758c578bbd85
2220,442,0,09:53:13.870,ZX1B23QBS53771758c578bbd85
2220,442,0,09:53:15.767,ZX1B23QBS53771758c578bbd85
2168,418,0,09:53:17.477,ZX1B23QBS53771758c578bbd85
2168,418,0,09:53:19.210,ZX1B23QBS53771758c578bbd85
2168,442,0,09:53:20.937,ZX1B23QBS53771758c578bbd85
2168,442,0,09:53:22.830,ZX1B23QBS53771758c578bbd85
2168,442,0,09:53:24.593,ZX1B23QBS53771758c578bbd85
1422,418,0,09:53:26.370,ZX1B23QBS53771758c578bbd85
1422,418,0,09:53:28.137,ZX1B23QBS53771758c578bbd85
2220,442,0,09:53:30.050,ZX1B23QBS53771758c578bbd85
2127,418,0,09:53:31.883,ZX1B23QBS53771758c578bbd85
2220,418,0,09:53:33.703,ZX1B23QBS53771758c578bbd85
2127,418,0,09:53:35.830,ZX1B23QBS53771758c578bbd85
2127,418,0,09:53:37.687,ZX1B23QBS53771758c578bbd85
1422,442,0,09:53:39.533,ZX1B23QBS53771758c578bbd85
1422,442,0,09:53:41.820,ZX1B23QBS53771758c578bbd85
2127,418,0,09:53:43.707,ZX1B23QBS53771758c578bbd85
1808,418,0,09:53:45.847,ZX1B23QBS53771758c578bbd85
1808,418,0,09:53:48.360,ZX1B23QBS53771758c578bbd85
1808,418,0,09:53:50.387,ZX1B23QBS53771758c578bbd85
1676,442,0,09:53:53.223,ZX1B23QBS53771758c578bbd85
1719,418,0,09:53:55.250,ZX1B23QBS53771758c578bbd85
1422,442,0,09:53:57.187,ZX1B23QBS53771758c578bbd85
1422,418,0,09:53:59.487,ZX1B23QBS53771758c578bbd85
1422,418,0,09:54:02.207,ZX1B23QBS53771758c578bbd85
1422,418,0,09:54:03.673,ZX1B23QBS53771758c578bbd85
1422,442,0,09:54:05.527,ZX1B23QBS53771758c578bbd85
1422,442,0,09:54:07.387,ZX1B23QBS53771758c578bbd85
1422,442,0,09:54:09.280,ZX1B23QBS53771758c578bbd85
1422,418,0,09:54:11.233,ZX1B23QBS53771758c578bbd85
1346,502,0,09:54:13.157,ZX1B23QBS53771758c578bbd85
1346,502,0,09:54:15.080,ZX1B23QBS53771758c578bbd85
1346,502,0,09:54:17.113,ZX1B23QBS53771758c578bbd85
1346,502,0,09:54:19.247,ZX1B23QBS53771758c578bbd85
1171,478,0,09:54:21.150,ZX1B23QBS53771758c578bbd85
1171,478,0,09:54:23.103,ZX1B23QBS53771758c578bbd85
1171,478,0,09:54:25.077,ZX1B23QBS53771758c578bbd85
1009,478,0,09:54:26.987,ZX1B23QBS53771758c578bbd85
1009,478,0,09:54:28.943,ZX1B23QBS53771758c578bbd85
1009,478,0,09:54:31.437,ZX1B23QBS53771758c578bbd85
1009,478,0,09:54:33.330,ZX1B23QBS53771758c578bbd85
1009,478,0,09:54:35.250,ZX1B23QBS53771758c578bbd85
1009,478,0,09:54:37.333,ZX1B23QBS53771758c578bbd85
1009,478,0,09:54:39.263,ZX1B23QBS53771758c578bbd85
1009,478,0,09:54:41.157,ZX1B23QBS53771758c578bbd85
1009,478,0,09:54:43.140,ZX1B23QBS53771758c578bbd85
1009,478,0,09:54:45.007,ZX1B23QBS53771758c578bbd85
1009,478,0,09:54:46.920,ZX1B23QBS53771758c578bbd85
1009,478,0,09:54:48.867,ZX1B23QBS53771758c578bbd85
1009,478,0,09:54:50.687,ZX1B23QBS53771758c578bbd85
1009,478,0,09:54:52.587,ZX1B23QBS53771758c578bbd85
1009,478,0,09:54:54.573,ZX1B23QBS53771758c578bbd85
1009,478,0,09:54:56.330,ZX1B23QBS53771758c578bbd85
1009,478,0,09:54:58.217,ZX1B23QBS53771758c578bbd85
1009,478,0,09:55:00.090,ZX1B23QBS53771758c578bbd85
1009,478,0,09:55:02.227,ZX1B23QBS53771758c578bbd85
1171,478,0,09:55:04.157,ZX1B23QBS53771758c578bbd85
1171,478,0,09:55:06.013,ZX1B23QBS53771758c578bbd85
1171,478,0,09:55:08.417,ZX1B23QBS53771758c578bbd85
1171,478,0,09:55:10.340,ZX1B23QBS53771758c578bbd85
1346,502,0,09:55:12.230,ZX1B23QBS53771758c578bbd85
1346,502,0,09:55:14.097,ZX1B23QBS53771758c578bbd85
1346,502,0,09:55:16.123,ZX1B23QBS53771758c578bbd85
1346,502,0,09:55:18.827,ZX1B23QBS53771758c578bbd85
1422,418,0,09:55:20.613,ZX1B23QBS53771758c578bbd85
1422,418,0,09:55:22.717,ZX1B23QBS53771758c578bbd85
1422,418,0,09:55:24.677,ZX1B23QBS53771758c578bbd85
1422,418,0,09:55:26.700,ZX1B23QBS53771758c578bbd85
1422,442,0,09:55:28.570,ZX1B23QBS53771758c578bbd85
1422,418,0,09:55:30.620,ZX1B23QBS53771758c578bbd85
1422,442,0,09:55:32.527,ZX1B23QBS53771758c578bbd85
1422,418,0,09:55:34.377,ZX1B23QBS53771758c578bbd85
1422,418,0,09:55:36.233,ZX1B23QBS53771758c578bbd85
1422,418,0,09:55:38.077,ZX1B23QBS53771758c578bbd85
1719,442,0,09:55:39.930,ZX1B23QBS53771758c578bbd85
1719,418,0,09:55:41.787,ZX1B23QBS53771758c578bbd85
1676,442,0,09:55:43.817,ZX1B23QBS53771758c578bbd85
1719,418,0,09:55:45.613,ZX1B23QBS53771758c578bbd85
1676,442,0,09:55:47.403,ZX1B23QBS53771758c578bbd85
1676,442,0,09:55:49.237,ZX1B23QBS53771758c578bbd85
1808,418,0,09:55:51.133,ZX1B23QBS53771758c578bbd85
2127,442,0,09:55:53.007,ZX1B23QBS53771758c578bbd85
2127,442,0,09:55:54.863,ZX1B23QBS53771758c578bbd85
2127,418,0,09:55:56.737,ZX1B23QBS53771758c578bbd85
1422,418,0,09:55:58.583,ZX1B23QBS53771758c578bbd85
2168,442,0,09:56:00.420,ZX1B23QBS53771758c578bbd85
2220,418,0,09:56:02.150,ZX1B23QBS53771758c578bbd85
2220,418,0,09:56:04.043,ZX1B23QBS53771758c578bbd85
2220,418,0,09:56:06.090,ZX1B23QBS53771758c578bbd85
2220,418,0,09:56:07.847,ZX1B23QBS53771758c578bbd85
2220,442,0,09:56:09.623,ZX1B23QBS53771758c578bbd85
2220,442,0,09:56:25.010,ZX1B23QBS53771758c578bbd85
1346,502,0,09:56:29.627,ZX1B23QBS53771758c578bbd85
1346,502,0,09:56:31.547,ZX1B23QBS53771758c578bbd85
