PhoneID,Track,Total path length,Total time stopped,Total number of stops,Total time spent,Total inactive time,Total change in speed theta,Total time spent per stop,Total average speed,Total times appeared in this area,path length,time stopped,number of stops,time spent
ZX1B23QFSP48abead89f52e3bb,59,2112.451673275118,0.0,0.0,460.0,345.0,18.902759279598687,0.0,4.592286246250256,1.0,300.0,29.0,170.0,182.0
ZX1B23QFSP48abead89f52e3bb,60,885.0084643067194,0.0,0.0,92.0,0.0,13.392146315539257,0.0,9.61965722072521,1.0,23.0,20.0,79.0,91.0
ZX1B23QFSP48abead89f52e3bb,61,1026.7241919039272,0.0,0.0,160.67413198581983,0.0,19.140793923925685,0.0,6.390102620840921,2.0,105.0,23.0,119.0,133.0
ZX1B23QFSP48abead89f52e3bb,62,553.9525100932027,0.0,0.0,84.0,31.0,5.3680630522456845,0.0,6.594672739204794,1.0,19.0,14.0,46.0,51.0
ZX1B23QFSP48abead89f52e3bb,63,759.1246160845643,0.0,0.0,82.0,0.0,12.503817951895766,0.0,9.257617269323955,1.0,32.0,28.0,62.0,69.0
ZX1B23QFSP48abead89f52e3bb,64,586.4535571973399,0.0,0.0,8464.0,8415.0,2.301376580611036,0.0,0.0692879911622566,1.0,8395.0,8.0,40.0,40.0
ZX1B23QFSP48abead89f52e3bb,65,4383.03403236741,0.0,0.0,524.3083994301069,242.0,58.55931975891441,0.0,8.359648705097069,5.0,244.0,77.0,465.0,507.0
ZX1B23QFSP48abead89f52e3bb,66,811.5417902961653,0.0,0.0,70.51145783083143,0.0,27.381209243305705,0.0,11.509360538867135,2.0,22.0,15.0,115.0,133.0
ZX1B23QFSP48abead89f52e3bb,67,8528.129905766586,0.0,0.0,832.0418761567679,229.0,173.4782210800932,0.0,10.249640252673737,9.0,412.0,168.0,912.0,1028.0
ZX1B23QFSP48abead89f52e3bb,68,627.3618255051202,0.0,0.0,59.223828232511266,0.0,36.76489684838801,0.0,10.593064383513228,2.0,21.0,11.0,85.0,110.0
ZX1B23QFSP48abead89f52e3bb,69,1156.390142931374,0.0,0.0,68.86398862863226,0.0,7.225017982421721,0.0,16.792378222056257,2.0,3.0,22.0,129.0,134.0
ZX1B23QFSP48abead89f52e3bb,70,246.83479851785117,0.0,0.0,22.0,20.0,0.001768930980748172,0.0,11.219763568993235,1.0,0.0,1.0,10.0,10.0
ZX1B23QFSP48abead89f52e3bb,71,662.4693024845033,0.0,0.0,47.73573443393748,0.0,5.810407720376707,0.0,13.877848750841132,2.0,6.0,11.0,97.0,99.0
ZX1B23QFSP48abead89f52e3bb,72,1130.3214403229044,0.0,0.0,84.3715556434241,0.0,21.858024539490504,0.0,13.39694914598865,2.0,23.0,18.0,141.0,157.0
ZX1B23QFSP48abead89f52e3bb,73,791.7047019592654,0.0,0.0,69.0,0.0,9.892454339383695,0.0,11.473981187815442,1.0,9.0,15.0,112.0,119.0
ZX1B23QFSP48abead89f52e3bb,74,1287.4747140307256,0.0,0.0,2476.9095652305814,2246.0,89.76020901337357,0.0,0.519790763499624,3.0,2396.0,5.0,380.0,450.0
